[18:24:50] [main/INFO]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 39.0.79, --fml.mcVersion, 1.18.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20211210.034407, nogui]
	at org.spongepowered.asm.mixin.transformer.MixinInfo.parseTargets(MixinInfo.java:895) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at org.spongepowered.asm.mixin.transformer.MixinConfig.prepareMixins(MixinConfig.java:867) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at org.spongepowered.asm.mixin.transformer.MixinConfig.prepare(MixinConfig.java:775) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at org.spongepowered.asm.mixin.transformer.MixinProcessor.prepareConfigs(MixinProcessor.java:539) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at org.spongepowered.asm.mixin.transformer.MixinProcessor.select(MixinProcessor.java:462) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at org.spongepowered.asm.mixin.transformer.MixinProcessor.checkSelect(MixinProcessor.java:438) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at org.spongepowered.asm.mixin.transformer.MixinProcessor.applyMixins(MixinProcessor.java:290) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at org.spongepowered.asm.mixin.transformer.MixinTransformer.transformClass(MixinTransformer.java:250) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at org.spongepowered.asm.service.modlauncher.MixinTransformationHandler.processClass(MixinTransformationHandler.java:131) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at org.spongepowered.asm.launch.MixinLaunchPluginLegacy.processClass(MixinLaunchPluginLegacy.java:131) ~[mixin-0.8.5.jar%2319!/:0.8.5+Jenkins-b310.git-155314e6e91465dad727e621a569906a410cd6f4]
	at cpw.mods.modlauncher.serviceapi.ILaunchPluginService.processClassWithFlags(ILaunchPluginService.java:156) ~[modlauncher-9.1.0.jar%235!/:9.1.0+9.1.0+main.6690ee51]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:110) ~[securejarhandler-1.0.1.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$16(ModuleClassLoader.java:213) ~[securejarhandler-1.0.1.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:223) ~[securejarhandler-1.0.1.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:213) ~[securejarhandler-1.0.1.jar:?]
	at java.lang.ClassLoader.loadClass(ClassLoader.java:632) ~[?:?]
	at java.lang.Class.forName(Class.java:545) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonServerLaunchHandler.lambda$launchService$0(CommonServerLaunchHandler.java:46) ~[fmlloader-1.18.1-39.0.79.jar%2323!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:37) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:149) [bootstraplauncher-1.0.0.jar:?]
[18:25:13] [main/INFO]: Patching ServerResources#<init>
[18:25:13] [main/WARN]: Error loading class: mezz/jei/transfer/RecipeTransferUtil (java.lang.ClassNotFoundException: mezz.jei.transfer.RecipeTransferUtil)
[18:25:13] [main/WARN]: @Mixin target mezz.jei.transfer.RecipeTransferUtil was not found polymorph_integrations.mixins.json:jei.MixinRecipeTransferUtil
[18:25:13] [main/FATAL]: Attempted to load class net/minecraft/client/renderer/entity/player/PlayerRenderer for invalid dist DEDICATED_SERVER
[18:25:13] [main/WARN]: Error loading class: net/minecraft/client/renderer/entity/player/PlayerRenderer (java.lang.RuntimeException: Attempted to load class net/minecraft/client/renderer/entity/player/PlayerRenderer for invalid dist DEDICATED_SERVER)
[18:25:13] [main/WARN]: @Mixin target net.minecraft.client.renderer.entity.player.PlayerRenderer was not found slashblade.mixins.json:MixinPlayerRenderer
[18:25:13] [main/WARN]: Error loading class: de/maxhenkel/gravestone/events/DeathEvents (java.lang.ClassNotFoundException: de.maxhenkel.gravestone.events.DeathEvents)
[18:25:13] [main/WARN]: Error loading class: de/maxhenkel/corpse/events/DeathEvents (java.lang.ClassNotFoundException: de.maxhenkel.corpse.events.DeathEvents)
[18:25:13] [main/WARN]: Error loading class: shadows/apotheosis/ench/table/ApothEnchantContainer (java.lang.ClassNotFoundException: shadows.apotheosis.ench.table.ApothEnchantContainer)
[18:25:13] [main/WARN]: Error loading class: net/darkhax/darkutils/features/charms/CharmEffects (java.lang.ClassNotFoundException: net.darkhax.darkutils.features.charms.CharmEffects)
[18:25:13] [main/WARN]: Error loading class: com/brandon3055/csg/ModEventHandler (java.lang.ClassNotFoundException: com.brandon3055.csg.ModEventHandler)
[18:25:17] [main/INFO]: Mixing MixinLivingEntity from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.world.entity.LivingEntity
[18:25:17] [main/INFO]: Mixing MixinPlayer from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.world.entity.player.Player
[18:25:18] [main/INFO]: Mixing MixinEnchantmentContainer from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.world.inventory.EnchantmentMenu
[18:25:18] [main/INFO]: Renaming synthetic method lambda$onEnchantedItem$0(Lnet/minecraft/world/item/ItemStack;Lnet/minecraft/world/inventory/EnchantmentMenu;ILnet/minecraft/world/entity/player/Player;ILnet/minecraft/world/level/Level;Lnet/minecraft/core/BlockPos;)V to mdeb72bc$lambda$onEnchantedItem$0$0 in assets/enigmaticlegacy/enigmaticlegacy.mixins.json:MixinEnchantmentContainer
[18:25:20] [main/INFO]: Lazy DFU
[18:25:20] [main/INFO]: Mixing AccessorAbstractArrowEntity from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.world.entity.projectile.AbstractArrow
[18:25:21] [main/INFO]: Mixing MixinEnderDragon from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.world.entity.boss.enderdragon.EnderDragon
[18:25:21] [main/INFO]: Mixing MixinShulker from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.world.entity.monster.Shulker
[18:25:21] [main/INFO]: Mixing MixinVillagerEntity from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.world.entity.npc.Villager
[18:25:22] [main/INFO]: Initialised 20 structures of shrines Mod
[18:25:22] [main/ERROR]: Error occurred applying transform of coremod coremods/field_to_method.js function bucketitem
java.lang.IllegalStateException: Field f_40687_ is not private and an instance field
	at net.minecraftforge.coremod.api.ASMAPI.redirectFieldToMethod(ASMAPI.java:260) ~[coremods-5.0.1.jar%234!/:?]
	at org.openjdk.nashorn.internal.scripts.Script$Recompilation$72$1070A$\^eval\_.initializeCoreMod#transformer-2(<eval>:31) ~[?:?]
	at org.openjdk.nashorn.internal.runtime.ScriptFunctionData.invoke(ScriptFunctionData.java:648) ~[nashorn-core-15.3.jar%2320!/:?]
	at org.openjdk.nashorn.internal.runtime.ScriptFunction.invoke(ScriptFunction.java:513) ~[nashorn-core-15.3.jar%2320!/:?]
	at org.openjdk.nashorn.internal.runtime.ScriptRuntime.apply(ScriptRuntime.java:520) ~[nashorn-core-15.3.jar%2320!/:?]
	at org.openjdk.nashorn.api.scripting.ScriptObjectMirror.call(ScriptObjectMirror.java:111) ~[nashorn-core-15.3.jar%2320!/:?]
	at net.minecraftforge.coremod.NashornFactory.lambda$getFunction$0(NashornFactory.java:18) ~[coremods-5.0.1.jar%234!/:5.0.1+15+master.dc5a2922]
	at net.minecraftforge.coremod.transformer.CoreModClassTransformer.runCoremod(CoreModClassTransformer.java:18) ~[coremods-5.0.1.jar%234!/:?]
	at net.minecraftforge.coremod.transformer.CoreModClassTransformer.runCoremod(CoreModClassTransformer.java:10) ~[coremods-5.0.1.jar%234!/:?]
	at net.minecraftforge.coremod.transformer.CoreModBaseTransformer.transform(CoreModBaseTransformer.java:38) ~[coremods-5.0.1.jar%234!/:?]
	at cpw.mods.modlauncher.TransformerHolder.transform(TransformerHolder.java:41) ~[modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.ClassTransformer.performVote(ClassTransformer.java:179) ~[modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:117) ~[modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:110) ~[securejarhandler-1.0.1.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$16(ModuleClassLoader.java:213) ~[securejarhandler-1.0.1.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:223) ~[securejarhandler-1.0.1.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:213) ~[securejarhandler-1.0.1.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:130) ~[securejarhandler-1.0.1.jar:?]
	at java.lang.ClassLoader.loadClass(ClassLoader.java:520) ~[?:?]
	at net.minecraft.core.Registry.m_175449_(Registry.java:179) ~[server-1.18.1-20211210.034407-srg.jar%23349!/:?]
	at net.minecraft.core.Registry.lambda$static$62(Registry.java:519) ~[server-1.18.1-20211210.034407-srg.jar%23349!/:?]
	at java.util.LinkedHashMap.forEach(LinkedHashMap.java:721) ~[?:?]
	at net.minecraft.core.Registry.<clinit>(Registry.java:518) ~[server-1.18.1-20211210.034407-srg.jar%23349!/:?]
	at net.minecraft.server.Bootstrap.m_135870_(Bootstrap.java:45) ~[server-1.18.1-20211210.034407-srg.jar%23349!/:?]
	at net.minecraft.server.Main.main(Main.java:101) ~[server-1.18.1-20211210.034407-srg.jar%23349!/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonServerLaunchHandler.lambda$launchService$0(CommonServerLaunchHandler.java:46) ~[fmlloader-1.18.1-39.0.79.jar%2323!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:37) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:106) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:77) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-9.1.0.jar%235!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:149) [bootstraplauncher-1.0.0.jar:?]
[18:25:24] [modloading-worker-0/INFO]: Loading mod
[18:25:24] [modloading-worker-0/INFO]: Loading ResourcefulTools config: /home/mch/multicraft/servers/server173959/config/veggie_way.toml
[18:25:24] [modloading-worker-0/INFO]: Built ResourcefulTools config:/home/mch/multicraft/servers/server173959/config/veggie_way.toml
[18:25:24] [modloading-worker-0/INFO]: Loaded ResourcefulTools config: /home/mch/multicraft/servers/server173959/config/veggie_way.toml
[18:25:24] [modloading-worker-0/INFO]: Better Compatibility Checker loading
[18:25:24] [modloading-worker-0/INFO]: Mixing MixinPiglinTasks from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.world.entity.monster.piglin.PiglinAi
[18:25:24] [modloading-worker-0/INFO]: Renaming synthetic method lambda$onPiglinBarter$0(Ljava/util/List;Lnet/minecraft/world/item/ItemStack;)V to mdeb72bc$lambda$onPiglinBarter$0$0 in assets/enigmaticlegacy/enigmaticlegacy.mixins.json:MixinPiglinTasks
[18:25:24] [modloading-worker-0/INFO]: Patching ServerResources#<init>
[18:25:25] [modloading-worker-0/INFO]: Mixing MixinForgeHooks from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraftforge.common.ForgeHooks
[18:25:25] [modloading-worker-0/INFO]: Mixing MixinLootTable from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.world.level.storage.loot.LootTable
[18:25:25] [modloading-worker-0/INFO]: Detected new forge version, registering events reflectively.
[18:25:25] [modloading-worker-0/INFO]: Creating registry manager for mod id visualworkbench
[18:25:25] [modloading-worker-0/INFO]: Hi my friend, unfortunately the key is not correct! The patreon functions are not activated
[18:25:25] [modloading-worker-0/INFO]: Hi my friend, unfortunately the key is not correct! The patreon functions are not activated
[18:25:25] [modloading-worker-0/INFO]: Hi my friend, unfortunately the key is not correct! The patreon functions are not activated
[18:25:25] [modloading-worker-0/INFO]: Built TOML config for /home/mch/multicraft/servers/server173959/config/prefab.toml
[18:25:25] [modloading-worker-0/WARN]: Configuration file /home/mch/multicraft/servers/server173959/config/ironfurnaces.toml is not correct. Correcting
[18:25:25] [modloading-worker-0/INFO]: Loaded TOML config file /home/mch/multicraft/servers/server173959/config/prefab.toml
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.recipe_cache was corrected from null to its default, 10. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.iron_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.iron_furnace.speed was corrected from null to its default, 160. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.gold_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.gold_furnace.speed was corrected from null to its default, 120. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.diamond_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.diamond_furnace.speed was corrected from null to its default, 80. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.emerald_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.emerald_furnace.speed was corrected from null to its default, 40. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.obsidian_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.obsidian_furnace.speed was corrected from null to its default, 20. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.crystal_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.crystal_furnace.speed was corrected from null to its default, 40. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.netherite_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.netherite_furnace.speed was corrected from null to its default, 5. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.copper_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.copper_furnace.speed was corrected from null to its default, 180. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.silver_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.silver_furnace.speed was corrected from null to its default, 140. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.rainbow_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.rainbow_furnace.speed was corrected from null to its default, 20. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.furance_xp_drop was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.furance_xp_drop.value was corrected from null to its default, 10. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key furnaces.furance_xp_drop.value_two was corrected from null to its default, 100000. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces.allthemodium_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces.allthemodium_furnace.speed was corrected from null to its default, 5. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces.allthemodium_furnace.mult was corrected from null to its default, 16. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces.vibranium_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces.vibranium_furnace.speed was corrected from null to its default, 3. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces.vibranium_furnace.mult was corrected from null to its default, 32. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces.unobtanium_furnace was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces.unobtanium_furnace.speed was corrected from null to its default, 1. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key modded_furnaces.unobtanium_furnace.mult was corrected from null to its default, 64. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key jei was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key jei.jei was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key jei.jei.enable_jei was corrected from null to its default, true. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key jei.jei.enable_jei_catalysts was corrected from null to its default, true. 
[18:25:25] [modloading-worker-0/WARN]: Incorrect key jei.jei.enable_jei_click_area was corrected from null to its default, true. 
[18:25:26] [modloading-worker-0/WARN]: Incorrect key misc was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:26] [modloading-worker-0/WARN]: Incorrect key misc.misc was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:26] [modloading-worker-0/WARN]: Incorrect key misc.misc.rainbow was corrected from null to its default, true. 
[18:25:26] [modloading-worker-0/WARN]: Incorrect key misc.misc.errors was corrected from null to its default, false. 
[18:25:26] [modloading-worker-0/WARN]: Incorrect key updates was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:26] [modloading-worker-0/WARN]: Incorrect key updates.check_updates was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:25:26] [modloading-worker-0/WARN]: Incorrect key updates.check_updates.updates was corrected from null to its default, true. 
[18:25:26] [modloading-worker-0/INFO]: Initializing Update Checker...
[18:25:26] [ Iron Furnaces Update Checker/INFO]: Starting Update Check...
[18:25:26] [modloading-worker-0/INFO]: Mixing MixinInventoryChangeTrigger from assets/enigmaticlegacy/enigmaticlegacy.mixins.json into net.minecraft.advancements.critereon.InventoryChangeTrigger
[18:25:26] [modloading-worker-0/INFO]: 14 blocks registered.
[18:25:26] [modloading-worker-0/INFO]: 29 items registered.
[18:25:26] [modloading-worker-0/INFO]: 13 tiles registered.
[18:25:26] [modloading-worker-0/INFO]: 13 containers registered.
[18:25:26] [modloading-worker-0/WARN]: Config field without expected type, will not validate list content (merchantNames in net.blay09.mods.farmingforblockheads.FarmingForBlockheadsConfigData)
[18:25:26] [modloading-worker-0/INFO]: Welcoming Minecraft
[18:25:26] [modloading-worker-0/INFO]: Detected new forge version, registering events reflectively.
[18:25:26] [modloading-worker-0/INFO]: AdvancedPeripherals says hello!
[18:25:27] [Modding Legacy/blue_skies/Supporters thread/INFO]: Attempting to load the Modding Legacy supporters list from https://moddinglegacy.com/supporters-changelogs/supporters.txt
[18:25:27] [modloading-worker-0/INFO]: Gauges and Switches GIT id #06b265d.
[18:25:27] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:pufferfish_bucket is now minecraft:bucket.
[18:25:27] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:salmon_bucket is now minecraft:bucket.
[18:25:27] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:cod_bucket is now minecraft:bucket.
[18:25:27] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tropical_fish_bucket is now minecraft:bucket.
[18:25:27] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:axolotl_bucket is now minecraft:bucket.
[18:25:27] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:powder_snow_bucket is now minecraft:bucket.
[18:25:27] [ Iron Furnaces Update Checker/ERROR]: Update Check failed!
java.io.FileNotFoundException: https://raw.githubusercontent.com/Qelifern/118IronFurnaces/main/update/updateVersions.properties
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1993) ~[?:?]
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1589) ~[?:?]
	at sun.net.www.protocol.https.HttpsURLConnectionImpl.getInputStream(HttpsURLConnectionImpl.java:224) ~[?:?]
	at java.net.URL.openStream(URL.java:1161) ~[?:?]
	at ironfurnaces.update.ThreadUpdateChecker.run(ThreadUpdateChecker.java:28) [ironfurnaces-1.18.1-3.1.4.jar%23191!/:3.1.4]
[18:25:27] [Modding Legacy/blue_skies/Supporters thread/INFO]: Successfully loaded the Modding Legacy supporters list.
[18:25:28] [modloading-worker-0/INFO]: Found 2 RS API injection points
[18:25:28] [modloading-worker-0/INFO]: Injected RS API in org.cyclops.integrateddynamicscompat.modcompat.refinedstorage.aspect.RefinedStorageAspects RS
[18:25:28] [modloading-worker-0/INFO]: Injected RS API in com.refinedmods.refinedstorageaddons.RSAddons RSAPI
[18:25:29] [modloading-worker-0/INFO]: Detected new forge version, registering events reflectively.
[18:25:29] [modloading-worker-0/ERROR]: You are loading Better Than Llamas on a server. Better Than Llamas is a client only mod!
[18:25:29] [modloading-worker-0/INFO]: Constructing mod instance...
[18:25:30] [modloading-worker-0/INFO]: Forge mod loading, version 39.0.79, for MC 1.18.1 with MCP 20211210.034407
[18:25:30] [modloading-worker-0/INFO]: MinecraftForge v39.0.79 Initialized
[18:25:30] [modloading-worker-0/INFO]: Registering content for itank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_white has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_orange has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_magenta has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_light_blue has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_yellow has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_lime has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_pink has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_light_gray has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_cyan has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_purple has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_blue has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_brown has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_green has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_red has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [BLOCK]: tank_black has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: Shrines 1.18.1-3.0.0-Beta17 initialized
[18:25:30] [modloading-worker-0/INFO]: Creating registry manager for mod id tradingpost
[18:25:30] [modloading-worker-0/INFO]: [ITEM]: tank has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [ITEM]: tank_white has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [ITEM]: tank_orange has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [ITEM]: tank_magenta has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [ITEM]: tank_light_blue has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [ITEM]: tank_yellow has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [ITEM]: tank_lime has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [ITEM]: tank_pink has been registered by Bibliotheca for ITank
[18:25:30] [modloading-worker-0/INFO]: [ITEM]: tank_light_gray has been registered by Bibliotheca for ITank
